table_name,column_name,data_type,is_nullable,character_maximum_length,numeric_precision,datetime_precision,column_default
routines,type_udt_schema,name,YES,,,,
routines,udt_catalog,name,YES,,,,
routines,udt_name,name,YES,,,,
routines,udt_schema,name,YES,,,,
schemata,catalog_name,name,YES,,,,
schemata,default_character_set_catalog,name,YES,,,,
schemata,default_character_set_name,name,YES,,,,
schemata,default_character_set_schema,name,YES,,,,
schemata,schema_name,name,YES,,,,
schemata,schema_owner,name,YES,,,,
schemata,sql_path,character varying,YES,,,,
sequences,cycle_option,character varying,YES,3,,,
sequences,data_type,character varying,YES,,,,
sequences,increment,character varying,YES,,,,
sequences,maximum_value,character varying,YES,,,,
sequences,minimum_value,character varying,YES,,,,
sequences,numeric_precision,integer,YES,,32,,
sequences,numeric_precision_radix,integer,YES,,32,,
sequences,numeric_scale,integer,YES,,32,,
sequences,sequence_catalog,name,YES,,,,
sequences,sequence_name,name,YES,,,,
sequences,sequence_schema,name,YES,,,,
sequences,start_value,character varying,YES,,,,
sql_features,comments,character varying,YES,,,,
sql_features,feature_id,character varying,YES,,,,
sql_features,feature_name,character varying,YES,,,,
sql_features,is_supported,character varying,YES,3,,,
sql_features,is_verified_by,character varying,YES,,,,
sql_features,sub_feature_id,character varying,YES,,,,
sql_features,sub_feature_name,character varying,YES,,,,
sql_implementation_info,character_value,character varying,YES,,,,
sql_implementation_info,comments,character varying,YES,,,,
sql_implementation_info,implementation_info_id,character varying,YES,,,,
sql_implementation_info,implementation_info_name,character varying,YES,,,,
sql_implementation_info,integer_value,integer,YES,,32,,
sql_parts,comments,character varying,YES,,,,
sql_parts,feature_id,character varying,YES,,,,
sql_parts,feature_name,character varying,YES,,,,
sql_parts,is_supported,character varying,YES,3,,,
sql_parts,is_verified_by,character varying,YES,,,,
sql_sizing,comments,character varying,YES,,,,
sql_sizing,sizing_id,integer,YES,,32,,
sql_sizing,sizing_name,character varying,YES,,,,
sql_sizing,supported_value,integer,YES,,32,,
table_constraints,constraint_catalog,name,YES,,,,
table_constraints,constraint_name,name,YES,,,,
table_constraints,constraint_schema,name,YES,,,,
table_constraints,constraint_type,character varying,YES,,,,
table_constraints,enforced,character varying,YES,3,,,
table_constraints,initially_deferred,character varying,YES,3,,,
table_constraints,is_deferrable,character varying,YES,3,,,
table_constraints,table_catalog,name,YES,,,,
table_constraints,table_name,name,YES,,,,
table_constraints,table_schema,name,YES,,,,
table_privileges,grantee,name,YES,,,,
table_privileges,grantor,name,YES,,,,
table_privileges,is_grantable,character varying,YES,3,,,
table_privileges,privilege_type,character varying,YES,,,,
table_privileges,table_catalog,name,YES,,,,
table_privileges,table_name,name,YES,,,,
table_privileges,table_schema,name,YES,,,,
table_privileges,with_hierarchy,character varying,YES,3,,,
tables,commit_action,character varying,YES,,,,
tables,is_insertable_into,character varying,YES,3,,,
tables,is_typed,character varying,YES,3,,,
tables,reference_generation,character varying,YES,,,,
tables,self_referencing_column_name,name,YES,,,,
tables,table_catalog,name,YES,,,,
tables,table_name,name,YES,,,,
tables,table_schema,name,YES,,,,
tables,table_type,character varying,YES,,,,
tables,user_defined_type_catalog,name,YES,,,,
tables,user_defined_type_name,name,YES,,,,
tables,user_defined_type_schema,name,YES,,,,
transforms,group_name,name,YES,,,,
transforms,specific_catalog,name,YES,,,,
transforms,specific_name,name,YES,,,,
transforms,specific_schema,name,YES,,,,
transforms,transform_type,character varying,YES,,,,
transforms,udt_catalog,name,YES,,,,
transforms,udt_name,name,YES,,,,
transforms,udt_schema,name,YES,,,,
triggered_update_columns,event_object_catalog,name,YES,,,,
triggered_update_columns,event_object_column,name,YES,,,,
triggered_update_columns,event_object_schema,name,YES,,,,
triggered_update_columns,event_object_table,name,YES,,,,
triggered_update_columns,trigger_catalog,name,YES,,,,
triggered_update_columns,trigger_name,name,YES,,,,
triggered_update_columns,trigger_schema,name,YES,,,,
triggers,action_condition,character varying,YES,,,,
triggers,action_order,integer,YES,,32,,
triggers,action_orientation,character varying,YES,,,,
triggers,action_reference_new_row,name,YES,,,,
triggers,action_reference_new_table,name,YES,,,,
triggers,action_reference_old_row,name,YES,,,,
triggers,action_reference_old_table,name,YES,,,,
triggers,action_statement,character varying,YES,,,,
triggers,action_timing,character varying,YES,,,,
triggers,created,timestamp with time zone,YES,,,2,
triggers,event_manipulation,character varying,YES,,,,
triggers,event_object_catalog,name,YES,,,,
triggers,event_object_schema,name,YES,,,,
triggers,event_object_table,name,YES,,,,
triggers,trigger_catalog,name,YES,,,,
triggers,trigger_name,name,YES,,,,
triggers,trigger_schema,name,YES,,,,
udt_privileges,grantee,name,YES,,,,
udt_privileges,grantor,name,YES,,,,
udt_privileges,is_grantable,character varying,YES,3,,,
udt_privileges,privilege_type,character varying,YES,,,,
udt_privileges,udt_catalog,name,YES,,,,
udt_privileges,udt_name,name,YES,,,,
udt_privileges,udt_schema,name,YES,,,,
usage_privileges,grantee,name,YES,,,,
usage_privileges,grantor,name,YES,,,,
usage_privileges,is_grantable,character varying,YES,3,,,
usage_privileges,object_catalog,name,YES,,,,
usage_privileges,object_name,name,YES,,,,
usage_privileges,object_schema,name,YES,,,,
usage_privileges,object_type,character varying,YES,,,,
usage_privileges,privilege_type,character varying,YES,,,,
user_defined_types,character_maximum_length,integer,YES,,32,,
user_defined_types,character_octet_length,integer,YES,,32,,
user_defined_types,character_set_catalog,name,YES,,,,
user_defined_types,character_set_name,name,YES,,,,
user_defined_types,character_set_schema,name,YES,,,,
user_defined_types,collation_catalog,name,YES,,,,
user_defined_types,collation_name,name,YES,,,,
user_defined_types,collation_schema,name,YES,,,,
user_defined_types,data_type,character varying,YES,,,,
user_defined_types,datetime_precision,integer,YES,,32,,
user_defined_types,interval_precision,integer,YES,,32,,
user_defined_types,interval_type,character varying,YES,,,,
user_defined_types,is_final,character varying,YES,3,,,
user_defined_types,is_instantiable,character varying,YES,3,,,
user_defined_types,numeric_precision,integer,YES,,32,,
user_defined_types,numeric_precision_radix,integer,YES,,32,,
user_defined_types,numeric_scale,integer,YES,,32,,
user_defined_types,ordering_category,character varying,YES,,,,
user_defined_types,ordering_form,character varying,YES,,,,
user_defined_types,ordering_routine_catalog,name,YES,,,,
user_defined_types,ordering_routine_name,name,YES,,,,
user_defined_types,ordering_routine_schema,name,YES,,,,
user_defined_types,ref_dtd_identifier,name,YES,,,,
user_defined_types,reference_type,character varying,YES,,,,
user_defined_types,source_dtd_identifier,name,YES,,,,
user_defined_types,user_defined_type_catalog,name,YES,,,,
user_defined_types,user_defined_type_category,character varying,YES,,,,
user_defined_types,user_defined_type_name,name,YES,,,,
user_defined_types,user_defined_type_schema,name,YES,,,,
user_mapping_options,authorization_identifier,name,YES,,,,
user_mapping_options,foreign_server_catalog,name,YES,,,,
user_mapping_options,foreign_server_name,name,YES,,,,
user_mapping_options,option_name,name,YES,,,,
user_mapping_options,option_value,character varying,YES,,,,
user_mappings,authorization_identifier,name,YES,,,,
user_mappings,foreign_server_catalog,name,YES,,,,
user_mappings,foreign_server_name,name,YES,,,,
view_column_usage,column_name,name,YES,,,,
view_column_usage,table_catalog,name,YES,,,,
view_column_usage,table_name,name,YES,,,,
view_column_usage,table_schema,name,YES,,,,
view_column_usage,view_catalog,name,YES,,,,
view_column_usage,view_name,name,YES,,,,
view_column_usage,view_schema,name,YES,,,,
view_routine_usage,specific_catalog,name,YES,,,,
view_routine_usage,specific_name,name,YES,,,,
view_routine_usage,specific_schema,name,YES,,,,
view_routine_usage,table_catalog,name,YES,,,,
view_routine_usage,table_name,name,YES,,,,
view_routine_usage,table_schema,name,YES,,,,
view_table_usage,table_catalog,name,YES,,,,
view_table_usage,table_name,name,YES,,,,
view_table_usage,table_schema,name,YES,,,,
view_table_usage,view_catalog,name,YES,,,,
view_table_usage,view_name,name,YES,,,,
view_table_usage,view_schema,name,YES,,,,
views,check_option,character varying,YES,,,,
views,is_insertable_into,character varying,YES,3,,,
views,is_trigger_deletable,character varying,YES,3,,,
views,is_trigger_insertable_into,character varying,YES,3,,,
views,is_trigger_updatable,character varying,YES,3,,,
views,is_updatable,character varying,YES,3,,,
views,table_catalog,name,YES,,,,
views,table_name,name,YES,,,,
views,table_schema,name,YES,,,,
views,view_definition,character varying,YES,,,,
